name, description, url
John Lilley Correctional Center, Oklahoma state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AJohn%20Lilley%20Correctional%20Center
Rogue Valley Youth Correctional Facility, Oklahoma state juvenile prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ARogue%20Valley%20Youth%20Correctional%20Facility
Tillamook Youth Correctional Facility, Oklahoma state juvenile prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ATillamook%20Youth%20Correctional%20FacilityEastern Oregon Youth Correctional Facility, Oklahoma state juvenile prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=Eastern%20Oregon%20Youth%20Correctional%20Facility
Oak Creek Youth Correctional Facility
, Oklahoma state juvenile prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AOak%20Creek%20Youth%20Correctional%20Facility%0A
North Coast Youth Correctional Facility, Oklahoma state juvenile prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANorth%20Coast%20Youth%20Correctional%20Facility
Tillamook Youth Correctional Facility, Oregon state juvenile prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ATillamook%20Youth%20Correctional%20Facility
Rogue Valley Youth Correctional Facility, Oregon state juvenile prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ARogue%20Valley%20Youth%20Correctional%20Facility
Oak Creek Youth Correctional Facility
, Oregon state juvenile prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AOak%20Creek%20Youth%20Correctional%20Facility%0AEastern Oregon Youth Correctional Facility, Oregon state juvenile prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=Eastern%20Oregon%20Youth%20Correctional%20Facility
North Coast Youth Correctional Facility, Oregon state juvenile prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANorth%20Coast%20Youth%20Correctional%20Facility
Columbia River Correctional Institution, Oregon state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AColumbia%20River%20Correctional%20Institution
South Fork Forest Camp, Oregon state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASouth%20Fork%20Forest%20Camp
Shutter Creek Correctional Institution, Oregon state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AShutter%20Creek%20Correctional%20Institution
Santiam Correctional Institution, Oregon state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASantiam%20Correctional%20Institution
Warner Creek Correctional Facility
, Oregon state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AWarner%20Creek%20Correctional%20Facility%0A
Powder River Correctional Facility, Oregon state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0APowder%20River%20Correctional%20Facility
High Security Center, Rhode Island state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AHigh%20Security%20Center
Gloria McDonald Awaiting Trial Maximum and Medium Security Facility, Rhode Island state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AGloria%20McDonald%20Awaiting%20Trial%20Maximum%20and%20Medium%20Security%20Facility
Dorothea Dix Minimum Security Facility / Bernadette Building
, Rhode Island state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ADorothea%20Dix%20Minimum%20Security%20Facility%20%2F%20Bernadette%20Building%0A
Rhode Island Minimum Security, Rhode Island state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ARhode%20Island%20Minimum%20Security
Springdale solar, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASpringdale%20solar
Aiya Solar, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AAiya%20Solar
McGraw-Hill Companies solar, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMcGraw-Hill%20Companies%20solar
Berry Plastics solar, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ABerry%20Plastics%20solar
Holt Logistics Gloucester Terminal Solar, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AHolt%20Logistics%20Gloucester%20Terminal%20Solar
New Jersey Oak Solar, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANew%20Jersey%20Oak%20Solar
Flemington Solar 3, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AFlemington%20Solar%203
US Foods Solar, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AUS%20Foods%20Solar
River Mountains Solar, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ARiver%20Mountains%20Solar
East Camden solar, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AEast%20Camden%20solar
Stillwater GeoSolar Hybrid Plant[39] solar, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AStillwater%20GeoSolar%20Hybrid%20Plant%5B39%5D%20solar
NV Dry Lake (Playa Solar), solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANV%20Dry%20Lake%20
Snow Mountain Solar Project, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASnow%20Mountain%20Solar%20Project
Nellis AFB Solar Array II, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANellis%20AFB%20Solar%20Array%20II
Las Vegas Valley Water District (6 projects) solar, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ALas%20Vegas%20Valley%20Water%20District%20%20solar
K-Road solar, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AK-Road%20solar
Dry Lake Solar Energy Center, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ADry%20Lake%20Solar%20Energy%20Center
Lago Seco Solar Project, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ALago%20Seco%20Solar%20Project
Apex Nevada Solar, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AApex%20Nevada%20Solar
Stillwater GeoSolar Hybrid Plant[38] solar, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AStillwater%20GeoSolar%20Hybrid%20Plant%5B38%5D%20solar
Meadow Valley Solar Project, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMeadow%20Valley%20Solar%20Project
Mesa Solar Energy Project, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMesa%20Solar%20Energy%20Project
Moapa Solar, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMoapa%20Solar
Harry Allen Solar Energy Center, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AHarry%20Allen%20Solar%20Energy%20Center
Searchlight Solar, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASearchlight%20Solar
Edward W. Clark solar, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AEdward%20W.%20Clark%20solar
Van Buren solar, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AVan%20Buren%20solar
Mercer County Community College Solar, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMercer%20County%20Community%20College%20Solar
Nellis AFB Solar Star, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANellis%20AFB%20Solar%20Star
Fort Churchill Solar Project, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AFort%20Churchill%20Solar%20Project
California Ridge Solar Project, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACalifornia%20Ridge%20Solar%20Project
Spectrum Nevada Solar, solar power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASpectrum%20Nevada%20Solar
Catawba Pre-Release Center, South Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACatawba%20Pre-Release%20Center
, South Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0A
Goodman Correctional Institution, South Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AGoodman%20Correctional%20Institution
Manning Correctional Institution, South Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AManning%20Correctional%20Institution
Trenton Correctional Institution, South Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ATrenton%20Correctional%20Institution
Palmer Pre-Release Center, South Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0APalmer%20Pre-Release%20Center
Wateree River Correctional Institution, South Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AWateree%20River%20Correctional%20Institution
Walden Correctional Institution, South Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AWalden%20Correctional%20Institution
Perry Correctional Institution, South Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0APerry%20Correctional%20Institution
MacDougall Correctional Institution, South Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMacDougall%20Correctional%20Institution
Livesay Correctional Institution, South Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ALivesay%20Correctional%20Institution
South Dakota Women's Prison, South Dakota state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASouth%20Dakota%20Women's%20Prison
Yankton Trustee Unit
, South Dakota state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AYankton%20Trustee%20Unit%0A
Rapid City Trustee Unit, South Dakota state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ARapid%20City%20Trustee%20Unit
Jameson Annex, South Dakota state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AJameson%20Annex
Teledyne Semiconductor, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ATeledyne%20Semiconductor
Hanscom Field/Hanscom Air Force Base (USAF), superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AHanscom%20Field%2FHanscom%20Air%20Force%20Base%20
Raymark Industries Inc., superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ARaymark%20Industries%20Inc.
Utah Power & Light/American Barrel Co., superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AUtah%20Power%20%26%20Light%2FAmerican%20Barrel%20Co.
Parris Island Marine Corps Recruit Depot, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AParris%20Island%20Marine%20Corps%20Recruit%20Depot
Libby Asbestos, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ALibby%20Asbestos
United Nuclear Corp. Church Rock, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AUnited%20Nuclear%20Corp.%20Church%20Rock
Gratiot CountyLandfill, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AGratiot%20CountyLandfill
Metamora Landfill, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMetamora%20Landfill
Bunker Hill Mining & Metallurgical, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ABunker%20Hill%20Mining%20%26%20Metallurgical
Silver Bow Creek/Butte, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASilver%20Bow%20Creek%2FButte
Sheboygan Harbor & River, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASheboygan%20Harbor%20%26%20River
E.I. du Pont De Nemours & Company Inc. (County Road X23), superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AE.I.%20du%20Pont%20De%20Nemours%20%26%20Company%20Inc.%20
Springfield Township Dump, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASpringfield%20Township%20Dump
Rose TownshipDump, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ARose%20TownshipDump
Joliet Army Ammunition Plant Load-Assembly-Packing Area, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AJoliet%20Army%20Ammunition%20Plant%20Load-Assembly-Packing%20Area
Joliet Army Ammunition Plant Manufacturing Area, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AJoliet%20Army%20Ammunition%20Plant%20Manufacturing%20Area
Puget Sound Naval Shipyard Complex, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0APuget%20Sound%20Naval%20Shipyard%20Complex
Hudson River PCBs, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AHudson%20River%20PCBs
Clare Water Supply, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AClare%20Water%20Supply
Seattle Municipal Landfill (Kent Highlands), superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASeattle%20Municipal%20Landfill%20
Upper Tenmile Creek, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AUpper%20Tenmile%20Creek
Bendix Corp./Allied Automotive, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ABendix%20Corp.%2FAllied%20Automotive
Natick Laboratory Army Research Development & Engineering Center(USARMY), superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANatick%20Laboratory%20Army%20Research%20Development%20%26%20Engineering%20Center
North BronsonIndustrial Area, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANorth%20BronsonIndustrial%20Area
Fort Lewis Logistics Center (USARMY), superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AFort%20Lewis%20Logistics%20Center%20
Hanford 200-Area(USDOE), superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AHanford%20200-Area
Old Navy Dump/Manchester Lab (USEPA/NOAA), superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AOld%20Navy%20Dump%2FManchester%20Lab%20
Lower Duwamish Waterway, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ALower%20Duwamish%20Waterway
Bangor Naval Submarine Base(US Navy), superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ABangor%20Naval%20Submarine%20Base
Malta Rocket Fuel Area, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMalta%20Rocket%20Fuel%20Area
Synertek Inc. (Building 1), superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASynertek%20Inc.%20
Willow Grove Naval Air & Air Reserve Station, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AWillow%20Grove%20Naval%20Air%20%26%20Air%20Reserve%20Station
Intel Magnetics, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AIntel%20Magnetics
New Brighton/Arden Hills/Twin Cities Army Ammunition Plant (US Army), superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANew%20Brighton%2FArden%20Hills%2FTwin%20Cities%20Army%20Ammunition%20Plant%20
Newport Naval Education/Training Center, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANewport%20Naval%20Education%2FTraining%20Center
Moses Lake Wellfield Contamination, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMoses%20Lake%20Wellfield%20Contamination
Uravan Uranium Project (Union Carbide Corp.), superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AUravan%20Uranium%20Project%20
Libby Ground Water, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ALibby%20Ground%20Water
Fort Detrick Area B Ground Water, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AFort%20Detrick%20Area%20B%20Ground%20Water
Commencement Bay South Tacoma Channel, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACommencement%20Bay%20South%20Tacoma%20Channel
Allied Paper/Portage Ck/Kalamazoo River, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AAllied%20Paper%2FPortage%20Ck%2FKalamazoo%20River
Feed Materials Production Center, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AFeed%20Materials%20Production%20Center
Langley Air Force Base/NASA Langley Research Center, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ALangley%20Air%20Force%20Base%2FNASA%20Langley%20Research%20Center
Fremont National Forest Uranium Mines (USDA), superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AFremont%20National%20Forest%20Uranium%20Mines%20
Barstow Marine Corps Logistics Base, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ABarstow%20Marine%20Corps%20Logistics%20Base
Uravan Uranium Project (Union Carbide Corp.), superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AUravan%20Uranium%20Project%20
Commencement Bay Near Shore/Tide Flats, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACommencement%20Bay%20Near%20Shore%2FTide%20Flats
Union Pacific Railroad Tie-Treating Plant, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AUnion%20Pacific%20Railroad%20Tie-Treating%20Plant
Havertown PCP, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AHavertown%20PCP
Naval Air Warfare Center WarminsterNaval Air Warfare Center Warminster, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANaval%20Air%20Warfare%20Center%20WarminsterNaval%20Air%20Warfare%20Center%20Warminster
Hanford 100-Area(USDOE), superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AHanford%20100-Area
TRW Microwave Inc. (Building 825), superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ATRW%20Microwave%20Inc.%20
Lockheed West Seattle, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ALockheed%20West%20Seattle
New Hanover County Airport Burn Pit, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANew%20Hanover%20County%20Airport%20Burn%20Pit
Ionia City Landfill, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AIonia%20City%20Landfill
Kentwood Landfill, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AKentwood%20Landfill
Hanford 300-Area(USDOE), superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AHanford%20300-Area
Pasco Sanitary Landfill, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0APasco%20Sanitary%20Landfill
Moffett Naval Air StationAir Force Plant PJKS, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMoffett%20Naval%20Air%20StationAir%20Force%20Plant%20PJKS
Monticello Mill Tailings (DOE), superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMonticello%20Mill%20Tailings%20
Intersil Inc./Siemens Components, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AIntersil%20Inc.%2FSiemens%20Components
Centralia Municipal Landfill, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACentralia%20Municipal%20Landfill
Albion-Sheridan Township Landfill, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AAlbion-Sheridan%20Township%20Landfill
PetoskeyMunicipal Well Field, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0APetoskeyMunicipal%20Well%20Field
Bangor Ordnance Disposal (USNAVY), superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ABangor%20Ordnance%20Disposal%20
Savanna Army Depot Activity, superfund site, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASavanna%20Army%20Depot%20ActivityBledsoe County Correctional Complex - Pikeville, Tennessee state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=Bledsoe%20County%20Correctional%20Complex%20-%20Pikeville
Turney Center Annex (formerly Wayne County Boot Camp) - Clifton, Tennessee state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ATurney%20Center%20Annex%20%20-%20Clifton
Lois M. DeBerry Special Needs Facility - Nashville, Tennessee state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ALois%20M.%20DeBerry%20Special%20Needs%20Facility%20-%20Nashville
Morgan County Correctional Complex - Wartburg, Tennessee state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMorgan%20County%20Correctional%20Complex%20-%20Wartburg
Turney Center Industrial Complex - Only, Tennessee state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ATurney%20Center%20Industrial%20Complex%20-%20Only
West Tennessee State Penitentiary - Henning
, Tennessee state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AWest%20Tennessee%20State%20Penitentiary%20-%20Henning%0A
Carter County Annex located in Roan Mountain functions as a part of Northeast, Tennessee state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACarter%20County%20Annex%20located%20in%20Roan%20Mountain%20functions%20as%20a%20part%20of%20Northeast
Northwest Correctional Complex - Tiptonville, Tennessee state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANorthwest%20Correctional%20Complex%20-%20Tiptonville
Riverbend Maximum Security Institution - Nashville, Tennessee state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ARiverbend%20Maximum%20Security%20Institution%20-%20Nashville
Northeast Correctional Complex - Mountain City, Tennessee state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANortheast%20Correctional%20Complex%20-%20Mountain%20City
Richard P. LeBlanc Unit, Texas state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ARichard%20P.%20LeBlanc%20Unit
Northwest State Correctional Facility, Vermont state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANorthwest%20State%20Correctional%20Facility
Marble Valley Regional Correctional Facility, Vermont state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMarble%20Valley%20Regional%20Correctional%20Facility
Southeast State Correctional Facility, Vermont state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASoutheast%20State%20Correctional%20Facility
Chittenden Regional Correctional Facility, Vermont state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AChittenden%20Regional%20Correctional%20Facility
Northeast Regional Correctional Facility, Vermont state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANortheast%20Regional%20Correctional%20Facility
Haynesville Correctional Unit, Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AHaynesville%20Correctional%20Unit
Rustburg Correctional Unit, Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ARustburg%20Correctional%20Unit
Patrick Henry Correctional Unit, Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0APatrick%20Henry%20Correctional%20Unit
Wise Correctional Unit
, Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AWise%20Correctional%20Unit%0A
Bland Correctional Center, Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ABland%20Correctional%20Center
Caroline Correctional Unit, Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACaroline%20Correctional%20Unit
Cold Springs Correctional Unit, Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACold%20Springs%20Correctional%20Unit
Brunwsick Work Center, Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ABrunwsick%20Work%20Center
Marion Treatment Center, Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMarion%20Treatment%20Center
Deep Meadow Correctional Center, Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ADeep%20Meadow%20Correctional%20Center
Keen Mountain Correctional Center, Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AKeen%20Mountain%20Correctional%20Center
Baskerville Correctional Center, Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ABaskerville%20Correctional%20Center
Halifax Correctional Unit, Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AHalifax%20Correctional%20Unit
Green Rock Correctional Center, Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AGreen%20Rock%20Correctional%20Center
Central Virginia Correctional Unit #13, Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACentral%20Virginia%20Correctional%20Unit%20%2313
Larch Corrections Center, Washington state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ALarch%20Corrections%20Center
Mission Creek Corrections Center for Women, Washington state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMission%20Creek%20Corrections%20Center%20for%20Women
Cedar Creek Corrections Center, Washington state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACedar%20Creek%20Corrections%20Center
Beckley Correctional Center, West Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ABeckley%20Correctional%20Center
Martinsburg Correctional Center, West Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMartinsburg%20Correctional%20Center
Charleston Correctional Center, West Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACharleston%20Correctional%20CenterAnthony Correctional Center, West Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=Anthony%20Correctional%20Center
Ohio County Correctional Center, West Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AOhio%20County%20Correctional%20Center
Northern Correctional Facility, West Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANorthern%20Correctional%20Facility
Huntington Work Release Center, West Virginia state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AHuntington%20Work%20Release%20Center
